"DSSTox_RID","DSSTox_CID","DSSTox_Generic_SID","DSSTox_FileID","STRUCTURE_Formula","STRUCTURE_MolecularWeight","STRUCTURE_ChemicalType","STRUCTURE_TestedForm_DefinedOrganic","STRUCTURE_Shown","TestSubstance_ChemicalName","TestSubstance_CASRN","TestSubstance_Description","ChemicalNote","STRUCTURE_ChemicalName_IUPAC","STRUCTURE_SMILES","STRUCTURE_Parent_SMILES","STRUCTURE_InChI","STRUCTURE_InChIKey","StudyType","Endpoint","Species","ActivityOutcome_CPDBAS_Mutagenicity","TD50_Rat_mg","TD50_Rat_mmol","ActivityScore_CPDBAS_Rat","TD50_Rat_Note","TargetSites_Rat_Male","TargetSites_Rat_Female","TargetSites_Rat_BothSexes","ActivityOutcome_CPDBAS_Rat","TD50_Mouse_mg","TD50_Mouse_mmol","ActivityScore_CPDBAS_Mouse","TD50_Mouse_Note","TargetSites_Mouse_Male","TargetSites_Mouse_Female","TargetSites_Mouse_BothSexes","ActivityOutcome_CPDBAS_Mouse","TD50_Hamster_mg","TD50_Hamster_mmol","ActivityScore_CPDBAS_Hamster","TD50_Hamster_Note","TargetSites_Hamster_Male","TargetSites_Hamster_Female","TargetSites_Hamster_BothSexes","ActivityOutcome_CPDBAS_Hamster","TD50_Dog_mg","TargetSites_Dog","TD50_Rhesus_mg","TargetSites_Rhesus","TD50_Cynomolgus_mg","TargetSites_Cynomolgus","TD50_Dog_Primates_Note","ActivityOutcome_CPDBAS_Dog_Primates","ActivityOutcome_CPDBAS_SingleCellCall","ActivityOutcome_CPDBAS_MultiCellCall","ActivityOutcome_CPDBAS_MultiCellCall_Details","Note_CPDBAS","NTP_TechnicalReport","ChemicalPage_URL"
20974,974,20974,"1019_CPDBAS_v5d","NO2",46.0055,"inorganic",,"tested chemical","Nitrogen dioxide","10102-44-0","single chemical compound","free radical","nitrogen dioxide","[O]N=O",,"InChI=1/NO2/c2-1-3","JCXJVPUVTGWSNB-UHFFFAOYAA","Carcinogenicity","TD50; Tumor Target Sites","rat",,,,0,"no positive results","no positive results",,,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive",,,,,"http://potency.berkeley.edu/chempages/NITROGEN%20DIOXIDE.html"
20975,975,20975,"1020_CPDBAS_v5d","C5H11Cl2N",156.0546,"defined organic","parent ","tested chemical","Nitrogen mustard","51-75-2","single chemical compound",,"2-chloro-N-(2-chloroethyl)-N-methylethanamine","ClCCN(C)CCCl","ClCCN(C)CCCl","InChI=1/C5H11Cl2N/c1-8(4-2-6)5-3-7/h2-5H2,1H3","HAWPXGHAZFHHAD-UHFFFAOYAG","Carcinogenicity","TD50; Tumor Target Sites","rat","active",0.0114,7.31e-05,68,"positive test results only by intraperitoneal or intravenous injection ","all tumor bearing animals",,,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/NITROGEN%20MUSTARD.html"
20976,976,20976,"1021_CPDBAS_v5d","C5H11Cl2NO",172.054,"defined organic","parent ","tested chemical","Nitrogen mustard N-oxide","126-85-2","single chemical compound","ammonium","bis(2-chloroethyl)methylamine oxide","[N+](CCCl)(CCCl)(C)[O-]","[N+](CCCl)(CCCl)(C)[O-]","InChI=1/C5H11Cl2NO/c1-8(9,4-2-6)5-3-7/h2-5H2,1H3","AFLXUQUGROGEFA-UHFFFAOYAS","Carcinogenicity","TD50; Tumor Target Sites","rat",,0.764,0.00444,50,"positive test results only by intraperitoneal or intravenous injection ","all tumor bearing animals",,,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/NITROGEN%20MUSTARD%20N-OXIDE.html"
20977,977,20977,"1022_CPDBAS_v5d","CH3NO2",61.04,"defined organic","parent ","tested chemical","Nitromethane","75-52-5","single chemical compound",,"nitromethane","[O-][N+](C)=O","[O-][N+](C)=O","InChI=1/CH3NO2/c1-2(3)4/h1H3","LYGJENNIWJXYER-UHFFFAOYAW","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","inactive",40.4,0.662,28,,"no positive results","mammary gland",,"active",469,7.68,18,"TD50 is harmonic mean of more than one positive test","harderian gland; lung","harderian gland; liver; lung",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active; multispecies active","Rat added v2a; Mouse added v2a","TR 461","http://potency.berkeley.edu/chempages/NITROMETHANE.html"
20978,978,20978,"1023_CPDBAS_v5d","C10H7NO2",173.1681,"defined organic","parent ","tested chemical","1-Nitronaphthalene","86-57-7","single chemical compound",,"1-nitronaphthalene","O=[N+](C1=C2C(=CC=C1)C=CC=C2)[O-]","O=[N+](C1=C2C(=CC=C1)C=CC=C2)[O-]","InChI=1/C10H7NO2/c12-11(13)10-7-3-5-8-4-1-2-6-9(8)10/h1-7H","RJKGJBPXVHTNJL-UHFFFAOYAZ","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive",,"TR 64","http://potency.berkeley.edu/chempages/1-NITRONAPHTHALENE.html"
20979,979,20979,"1024_CPDBAS_v5d","C5H11NO2",117.1463,"defined organic","parent ","tested chemical","3-Nitropentane","551-88-2","single chemical compound",,"3-nitropentane","CCC(CC)[N+]([O-])=O","CCC(CC)[N+]([O-])=O","InChI=1/C5H11NO2/c1-3-5(4-2)6(7)8/h5H,3-4H2,1-2H3","RXPKOTQRDGEKFY-UHFFFAOYAW","Carcinogenicity","TD50; Tumor Target Sites","rat",,2.37,0.0202,43,,"liver",,,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,"Rat added v2a; TD50_Rat modified v5a",,"http://potency.berkeley.edu/chempages/3-NITROPENTANE.html"
20980,980,20980,"1025_CPDBAS_v5d","C3H7NO2",89.0932,"defined organic","parent ","tested chemical","1-Nitropropane","108-03-2","single chemical compound",,"1-nitropropane","O=[N+](CCC)[O-]","O=[N+](CCC)[O-]","InChI=1/C3H7NO2/c1-2-3-4(5)6/h2-3H2,1H3","JSZOAYXJRCEYSX-UHFFFAOYAX","Carcinogenicity","TD50; Tumor Target Sites","rat","inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive",,,"http://potency.berkeley.edu/chempages/1-NITROPROPANE.html"
20981,981,20981,"1026_CPDBAS_v5d","C3H7NO2",89.0932,"defined organic","parent ","tested chemical","2-Nitropropane","79-46-9","single chemical compound",,"2-nitropropane","CC([N+](=O)[O-])C","CC([N+](=O)[O-])C","InChI=1/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3","FGLBSLMDCBOPQK-UHFFFAOYAM","Carcinogenicity","TD50; Tumor Target Sites","rat","active",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive",,,"http://potency.berkeley.edu/chempages/2-NITROPROPANE.html"
20982,982,20982,"1027_CPDBAS_v5d","C3H5NO4",119.0761,"defined organic","parent ","tested chemical","3-Nitropropionic acid","504-88-1","single chemical compound",,"3-nitropropanoic acid","OC(=O)CC[N+](=O)[O-]","OC(=O)CC[N+](=O)[O-]","InChI=1/C3H5NO4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)/f/h5H","WBLZUCOIBUDNBV-JSWHHWTPCG","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive",,"TR 52","http://potency.berkeley.edu/chempages/3-NITROPROPIONIC%20ACID.html"
20983,983,20983,"1028_CPDBAS_v5d","C16H9NO2",247.2482,"defined organic","parent ","tested chemical","1-Nitropyrene","5522-43-0","single chemical compound",,"1-nitropyrene","O=[N+](C1=CC=C2C3=C4C(=CC=C13)C=CC=C4C=C2)[O-]","O=[N+](C1=CC=C2C3=C4C(=CC=C13)C=CC=C4C=C2)[O-]","InChI=1/C16H9NO2/c18-17(19)14-9-7-12-5-4-10-2-1-3-11-6-8-13(14)16(12)15(10)11/h1-9H","ALRLPDGCPYIVHP-UHFFFAOYAY","Carcinogenicity","TD50; Tumor Target Sites","rat",,3.33,0.0135,45,,,"clitoral gland; hematopoietic system; mammary gland",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active","active","multisite active",,,"http://potency.berkeley.edu/chempages/1-NITROPYRENE.html"
20984,984,20984,"1029_CPDBAS_v5d","C9H6N2O2",174.1586,"defined organic","parent ","tested chemical","6-Nitroquinoline","613-50-3","single chemical compound",,"6-nitroquinoline","O=[N+](C1=CC2=CC=CN=C2C=C1)[O-]","O=[N+](C1=CC2=CC=CN=C2C=C1)[O-]","InChI=1/C9H6N2O2/c12-11(13)8-3-4-9-7(6-8)2-1-5-10-9/h1-6H","SMHPLBXIVNQFBA-UHFFFAOYAQ","Carcinogenicity","TD50; Tumor Target Sites","rat","active",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive",,,"http://potency.berkeley.edu/chempages/6-NITROQUINOLINE.html"
20985,985,20985,"1030_CPDBAS_v5d","C9H6N2O2",174.1586,"defined organic","parent ","tested chemical","8-Nitroquinoline","607-35-2","single chemical compound",,"8-nitroquinoline","O=[N+](C1=CC=CC2=CC=CN=C12)[O-]","O=[N+](C1=CC=CC2=CC=CN=C12)[O-]","InChI=1/C9H6N2O2/c12-11(13)8-5-1-3-7-4-2-6-10-9(7)8/h1-6H","OQHHSGRZCKGLCY-UHFFFAOYAK","Carcinogenicity","TD50; Tumor Target Sites","rat","active",9.82,0.0564,39,"TD50 is harmonic mean of more than one positive test","stomach","stomach",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active","active","multisex active",,,"http://potency.berkeley.edu/chempages/8-NITROQUINOLINE.html"
20986,986,20986,"1031_CPDBAS_v5d","C11H14N2O4",238.2426,"defined organic","parent ","tested chemical","Nitroso-Baygon","38777-13-8","single chemical compound",,"2-[(1-methylethyl)oxy]phenyl methyl(nitroso)carbamate","CC(C)OC1=CC=CC=C1OC(=O)N(C)N=O","CC(C)OC1=CC=CC=C1OC(=O)N(C)N=O","InChI=1/C11H14N2O4/c1-8(2)16-9-6-4-5-7-10(9)17-11(14)13(3)12-15/h4-8H,1-3H3","LYVDQJOFFUOJJT-UHFFFAOYAS","Carcinogenicity","TD50; Tumor Target Sites","rat","active",0.364,0.00153,55,,"stomach",,,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/NITROSO-BAYGON.html"
20987,987,20987,"1032_CPDBAS_v5d","C8H12F6N2O",266.186,"defined organic","parent ","tested chemical","N-Nitroso-bis-(4,4,4-trifluoro-N-butyl)amine","83335-32-4","single chemical compound",,"4,4,4-trifluoro-N-nitroso-N-(4,4,4-trifluorobutyl)butan-1-amine","N(CCCC(F)(F)F)(CCCC(F)(F)F)N=O","N(CCCC(F)(F)F)(CCCC(F)(F)F)N=O","InChI=1/C8H12F6N2O/c9-7(10,11)3-1-5-16(15-17)6-2-4-8(12,13)14/h1-6H2","USZDDJLVNDSPSY-UHFFFAOYAS","Carcinogenicity","TD50; Tumor Target Sites","rat",,0.748,0.00281,52,"TD50 is harmonic mean of more than one positive test","liver; lung","liver; lung",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active",,,"http://potency.berkeley.edu/chempages/N-NITROSO-BIS-(4,4,4-TRIFLUORO-N-BUTYL)AMINE.html"
20988,988,20988,"1033_CPDBAS_v5d","C5H7N3O3",157.1286,"defined organic","parent ","tested chemical","1-Nitroso-5,6-dihydrothymine","62641-67-2","single chemical compound",,"5-methyl-1-nitrosodihydropyrimidine-2,4(1H,3H)-dione","N1C(N(CC(C1=O)C)N=O)=O","N1C(N(CC(C1=O)C)N=O)=O","InChI=1/C5H7N3O3/c1-3-2-8(7-11)5(10)6-4(3)9/h3H,2H2,1H3,(H,6,9,10)/f/h6H","VHNPZOQVSSWOJZ-BRMMOCHJCP","Carcinogenicity","TD50; Tumor Target Sites","rat","active",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive",,,"http://potency.berkeley.edu/chempages/1-NITROSO-5,6-DIHYDROTHYMINE.html"
20989,989,20989,"1034_CPDBAS_v5d","C4H5N3O3",143.1018,"defined organic","parent ","tested chemical","1-Nitroso-5,6-dihydrouracil","16813-36-8","single chemical compound",,"1-nitrosodihydropyrimidine-2,4(1H,3H)-dione","O=NN1CCC(=O)NC1=O","O=NN1CCC(=O)NC1=O","InChI=1/C4H5N3O3/c8-3-1-2-7(6-10)4(9)5-3/h1-2H2,(H,5,8,9)/f/h5H","NTUQAPWIPIIWLT-JSWHHWTPCG","Carcinogenicity","TD50; Tumor Target Sites","rat","active",0.0983,0.000687,58,"TD50 is harmonic mean of more than one positive test","liver","liver",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active","active","multisex active",,,"http://potency.berkeley.edu/chempages/1-NITROSO-5,6-DIHYDROURACIL.html"
20990,990,20990,"1035_CPDBAS_v5d","C6H14N2O4",178.1876,"defined organic","parent ","tested chemical","N-Nitroso-2,3-dihydroxypropyl-2-hydroxypropylamine","89911-79-5","single chemical compound",,"3-[(2-hydroxypropyl)(nitroso)amino]propane-1,2-diol","N(CC(CO)O)(CC(O)C)N=O","N(CC(CO)O)(CC(O)C)N=O","InChI=1/C6H14N2O4/c1-5(10)2-8(7-12)3-6(11)4-9/h5-6,9-11H,2-4H2,1H3","FKZLAQOTFPPENP-UHFFFAOYAC","Carcinogenicity","TD50; Tumor Target Sites","rat; hamster",,0.0535,0.0003,62,,,"esophagus; oral cavity; stomach",,"active",,,,,,,,,1.59,0.00892,75,,,"stomach",,"active",,,,,,,,,"active","active","multisite active; multispecies active",,,"http://potency.berkeley.edu/chempages/N-NITROSO-2,3-DIHYDROXYPROPYL-2-HYDROXYPROPYLAMINE.html"
20991,991,20991,"1036_CPDBAS_v5d","C6H12N2O4",176.1718,"defined organic","parent ","tested chemical","Nitroso-2,3-dihydroxypropyl-2-oxopropylamine","92177-50-9","single chemical compound",,"1-[(2,3-dihydroxypropyl)(nitroso)amino]propan-2-one","N(CC(CO)O)(CC(C)=O)N=O","N(CC(CO)O)(CC(C)=O)N=O","InChI=1/C6H12N2O4/c1-5(10)2-8(7-12)3-6(11)4-9/h6,9,11H,2-4H2,1H3","LUVOLNSYNLKFKR-UHFFFAOYAX","Carcinogenicity","TD50; Tumor Target Sites","rat; hamster",,0.0352,0.0002,64,,,"esophagus; oral cavity; stomach",,"active",,,,,,,,,0.754,0.00428,83,,,"pancreas; stomach",,"active",,,,,,,,,"active","active","multisite active; multispecies active",,,"http://potency.berkeley.edu/chempages/NITROSO-2,3-DIHYDROXYPROPYL-2-OXOPROPYLAMINE.html"
20992,992,20992,"1037_CPDBAS_v5d","C5H12N2O4",164.1608,"defined organic","parent ","tested chemical","N-Nitroso-2,3-dihydroxypropylethanolamine","89911-78-4","single chemical compound",,"3-[(2-hydroxyethyl)(nitroso)amino]propane-1,2-diol","N(CC(CO)O)(CCO)N=O","N(CC(CO)O)(CCO)N=O","InChI=1/C5H12N2O4/c8-2-1-7(6-11)3-5(10)4-9/h5,8-10H,1-4H2","ZRVIKNOBHVPYAM-UHFFFAOYAF","Carcinogenicity","TD50; Tumor Target Sites","rat; hamster",,5.98,0.0364,41,,,"liver",,"active",,,,,,,,,,,0,"no positive results",,"no positive results",,"inactive",,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/N-NITROSO-2,3-DIHYDROXYPROPYLETHANOLAMINE.html"
20993,993,20993,"1038_CPDBAS_v5d","C13H17N3O2",247.2962,"defined organic","parent ","tested chemical","1-Nitroso-3,5-dimethyl-4-benzoylpiperazine","61034-40-0","single chemical compound",,"2,6-dimethyl-4-nitroso-1-(phenylcarbonyl)piperazine","N1(CC(N(C(C1)C)C(C2C=CC=CC=2)=O)C)N=O","N1(CC(N(C(C1)C)C(C2C=CC=CC=2)=O)C)N=O","InChI=1/C13H17N3O2/c1-10-8-15(14-18)9-11(2)16(10)13(17)12-6-4-3-5-7-12/h3-7,10-11H,8-9H2,1-2H3","FDCJUXDANKKYRM-UHFFFAOYAW","Carcinogenicity","TD50; Tumor Target Sites","rat","inactive",9.66,0.0391,40,,,"stomach",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/1-NITROSO-3,5-DIMETHYL-4-BENZOYLPIPERAZINE.html"
20994,994,20994,"1039_CPDBAS_v5d","C5H10ClN3O3",195.6053,"defined organic","parent ","tested chemical","1-Nitroso-1-hydroxyethyl-3-chloroethylurea","96806-34-7","single chemical compound",,"3-(2-chloroethyl)-1-(2-hydroxyethyl)-1-nitrosourea","O=C(N(CCO)N=O)NCCCl","O=C(N(CCO)N=O)NCCCl","InChI=1/C5H10ClN3O3/c6-1-2-7-5(11)9(8-12)3-4-10/h10H,1-4H2,(H,7,11)/f/h7H","ZUXJWNFAYDAZJB-QDQILVOLCW","Carcinogenicity","TD50; Tumor Target Sites","rat",,0.356,0.00182,54,"TD50 is harmonic mean of more than one positive test","kidney; liver","kidney; liver",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active","listed v1a also as 1-(2-Hydroxyethyl)-nitroso-3-chloroethylurea; TD50_Rat modified v2a",,"http://potency.berkeley.edu/chempages/1-NITROSO-1-HYDROXYETHYL-3-CHLOROETHYLUREA.html"
20995,995,20995,"1040_CPDBAS_v5d","C4H8N2O3",132.1188,"defined organic","parent ","tested chemical","N-Nitroso-2-hydroxymorpholine","67587-52-4","single chemical compound",,"4-nitrosomorpholin-2-ol","C1CN(CC(O1)O)N=O","C1CN(CC(O1)O)N=O","InChI=1/C4H8N2O3/c7-4-3-6(5-8)1-2-9-4/h4,7H,1-3H2","NIRHEGBBHNJANV-UHFFFAOYAV","Carcinogenicity","TD50; Tumor Target Sites","rat",,,,0,"no positive results",,"no positive results",,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive",,,,,"http://potency.berkeley.edu/chempages/N-NITROSO-2-HYDROXYMORPHOLINE.html"
20996,996,20996,"1041_CPDBAS_v5d","C6H12ClN3O3",209.6321,"defined organic","parent ","tested chemical","1-Nitroso-1-(2-hydroxypropyl)-3-chloroethylurea","96806-35-8","single chemical compound",,"3-(2-chloroethyl)-1-(2-hydroxypropyl)-1-nitrosourea","O=C(N(CC(C)O)N=O)NCCCl","O=C(N(CC(C)O)N=O)NCCCl","InChI=1/C6H12ClN3O3/c1-5(11)4-10(9-13)6(12)8-3-2-7/h5,11H,2-4H2,1H3,(H,8,12)/f/h8H","LSLCMDFPNJQMJN-FZOZFQFYCJ","Carcinogenicity","TD50; Tumor Target Sites","rat",,0.873,0.00416,50,"TD50 is harmonic mean of more than one positive test","liver","liver",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active","active","multisex active","listed v1a also as 1-(2-Hydroxypropyl)-nitroso-3-chloroethylurea",,"http://potency.berkeley.edu/chempages/1-NITROSO-1-(2-HYDROXYPROPYL)-3-CHLOROETHYLUREA.html"
20997,997,20997,"1042_CPDBAS_v5d","C5H12N2O3",148.1614,"defined organic","parent ","tested chemical","N-Nitroso-(2-hydroxypropyl)-(2-hydroxyethyl)amine","75896-33-2","single chemical compound",,"1-[(2-hydroxyethyl)(nitroso)amino]propan-2-ol","N(CC(C)O)(CCO)N=O","N(CC(C)O)(CCO)N=O","InChI=1/C5H12N2O3/c1-5(9)4-7(6-10)2-3-8/h5,8-9H,2-4H2,1H3","YXVJNOXXPKIWIM-UHFFFAOYAI","Carcinogenicity","TD50; Tumor Target Sites","rat",,1.02,0.00688,48,,,"esophagus; liver; vascular system",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active","active","multisite active",,,"http://potency.berkeley.edu/chempages/N-NITROSO-(2-HYDROXYPROPYL)-(2-HYDROXYETHYL)AMINE.html"
20998,998,20998,"1043_CPDBAS_v5d","C4H8N2O2",116.1194,"defined organic","parent ","tested chemical","N-Nitroso-3-hydroxypyrrolidine","56222-35-6","single chemical compound",,"1-nitrosopyrrolidin-3-ol","C1(CCN(C1)N=O)O","C1(CCN(C1)N=O)O","InChI=1/C4H8N2O2/c7-4-1-2-6(3-4)5-8/h4,7H,1-3H2","XDZKGLWJXJTZJZ-UHFFFAOYAU","Carcinogenicity","TD50; Tumor Target Sites","rat","active",7.65,0.0659,38,,,,"all tumor bearing animals","active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/N-NITROSO-3-HYDROXYPYRROLIDINE.html"
20999,999,20999,"1044_CPDBAS_v5d","C5H11N3O2",145.1608,"defined organic","parent ","tested chemical","N-Nitroso-N-isobutylurea","760-60-1","single chemical compound",,"1-(2-methylpropyl)-1-nitrosourea","O=C(N(CC(C)C)N=O)N","O=C(N(CC(C)C)N=O)N","InChI=1/C5H11N3O2/c1-4(2)3-8(7-10)5(6)9/h4H,3H2,1-2H3,(H2,6,9)/f/h6H2","SRSYSQPJIQFKKN-MDVJYLRGCP","Carcinogenicity","TD50; Tumor Target Sites","rat",,4.73,0.0326,41,,,"small intestine",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/N-NITROSO-N-ISOBUTYLUREA.html"
21000,1000,21000,"1045_CPDBAS_v5d","C13H28N2O",228.377,"defined organic","parent ","tested chemical","N-Nitroso-N-methyl-N-dodecylamine","55090-44-3","single chemical compound",,"N-methyl-N-nitrosododecan-1-amine","O=NN(C)CCCCCCCCCCCC","O=NN(C)CCCCCCCCCCCC","InChI=1/C13H28N2O/c1-3-4-5-6-7-8-9-10-11-12-13-15(2)14-16/h3-13H2,1-2H3","QPUKANZXOGADOB-UHFFFAOYAB","Carcinogenicity","TD50; Tumor Target Sites","rat","active",0.537,0.00235,53,"TD50 is harmonic mean of more than one positive test; harmonic mean of TD50 includes a value for upper 99% confidence limit from study with 100% tumor incidence but no lifetable","liver; lung; stomach; urinary bladder","urinary bladder",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active","TD50_Rat_Note modified v5a",,"http://potency.berkeley.edu/chempages/N-NITROSO-N-METHYL-N-DODECYLAMINE.html"
21001,1001,21001,"1046_CPDBAS_v5d","C7H7FN2O",154.1435,"defined organic","parent ","tested chemical","N-Nitroso-N-methyl-4-fluoroaniline","937-25-7","single chemical compound",,"4-fluoro-N-methyl-N-nitrosoaniline","C1=CC(=CC=C1N(N=O)C)F","C1=CC(=CC=C1N(N=O)C)F","InChI=1/C7H7FN2O/c1-10(9-11)7-4-2-6(8)3-5-7/h2-5H,1H3","GFIXPWIVPHYTAJ-UHFFFAOYAD","Carcinogenicity","TD50; Tumor Target Sites","rat",,0.255,0.00165,54,,"esophagus",,,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/N-NITROSO-N-METHYL-4-FLUOROANILINE.html"
21002,1002,21002,"1047_CPDBAS_v5d","C7H7N3O3",181.1506,"defined organic","parent ","tested chemical","N-Nitroso-N-methyl-4-nitroaniline","943-41-9","single chemical compound",,"N-methyl-4-nitro-N-nitrosoaniline","CN(N=O)C1=CC=C(C=C1)[N+]([O-])=O","CN(N=O)C1=CC=C(C=C1)[N+]([O-])=O","InChI=1/C7H7N3O3/c1-9(8-11)6-2-4-7(5-3-6)10(12)13/h2-5H,1H3","AMTRFSFECFPSHF-UHFFFAOYAZ","Carcinogenicity","TD50; Tumor Target Sites","rat",,,,0,"no positive results","no positive results",,,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive",,,,,"http://potency.berkeley.edu/chempages/N-NITROSO-N-METHYL-4-NITROANILINE.html"
21003,1003,21003,"1048_CPDBAS_v5d","C9H12N2O",164.2066,"defined organic","parent ","tested chemical","Nitroso-N-methyl-N-(2-phenyl)ethylamine","13256-11-6","single chemical compound",,"N-methyl-N-nitroso-2-phenylethanamine","C1=CC=CC(=C1)CCN(C)N=O","C1=CC=CC(=C1)CCN(C)N=O","InChI=1/C9H12N2O/c1-11(10-12)8-7-9-5-3-2-4-6-9/h2-6H,7-8H2,1H3","AVESHLVLHJKUKQ-UHFFFAOYAS","Carcinogenicity","TD50; Tumor Target Sites","rat","active",0.00998,6.08e-05,69,"TD50 is harmonic mean of more than one positive test","esophagus; oral cavity; stomach",,,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active","active","multisite active","TargetSites_Rat modifed v3a",,"http://potency.berkeley.edu/chempages/NITROSO-N-METHYL-N-(2-PHENYL)ETHYLAMINE.html"
21004,1004,21004,"1049_CPDBAS_v5d","C15H32N2O",256.4306,"defined organic","parent ","tested chemical","N-Nitroso-N-methyl-N-tetradecylamine","75881-20-8","single chemical compound",,"N-methyl-N-nitrosotetradecan-1-amine","N(CCCCCCCCCCCCCC)(C)N=O","N(CCCCCCCCCCCCCC)(C)N=O","InChI=1/C15H32N2O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-17(2)16-18/h3-15H2,1-2H3","CCTMZRHJDTTZRF-UHFFFAOYAE","Carcinogenicity","TD50; Tumor Target Sites","rat",,1.65,0.00643,48,"harmonic mean of TD50 includes a value for upper 99% confidence limit from study with 100% tumor incidence but no lifetable","lung; urinary bladder",,,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active","active","multisite active",,,"http://potency.berkeley.edu/chempages/N-NITROSO-N-METHYL-N-TETRADECYLAMINE.html"
21005,1005,21005,"1050_CPDBAS_v5d","C11H24N2O",200.3234,"defined organic","parent ","tested chemical","N-Nitroso-N-methyldecylamine","75881-22-0","single chemical compound",,"N-methyl-N-nitrosodecan-1-amine","N(CCCCCCCCCC)(C)N=O","N(CCCCCCCCCC)(C)N=O","InChI=1/C11H24N2O/c1-3-4-5-6-7-8-9-10-11-13(2)12-14/h3-11H2,1-2H3","FWIVLSMSIPKDRU-UHFFFAOYAH","Carcinogenicity","TD50; Tumor Target Sites","rat",,1.26,0.00629,48,,"liver; lung; nasal cavity; stomach; urinary bladder",,,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active","active","multisite active",,,"http://potency.berkeley.edu/chempages/N-NITROSO-N-METHYLDECYLAMINE.html"
21006,1006,21006,"1051_CPDBAS_v5d","C2H5N3O2",103.08,"defined organic","parent ","tested chemical","N-Nitroso-N-methylurea","684-93-5","single chemical compound",,"1-methyl-1-nitrosourea","CN(C(=O)N)N=O","CN(C(=O)N)N=O","InChI=1/C2H5N3O2/c1-5(4-7)2(3)6/h1H3,(H2,3,6)/f/h3H2","ZRKWMRDKSOPRRS-ZZOWFUDICU","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse; rhesus; cynomolgus","active",0.0927,0.000899,57,,"lung; nervous system; stomach",,,"active",1.23,0.0119,50,,"stomach; vascular system",,,"active",,,,,,,,,,,7.18,"esophagus",4.52,"esophagus",,"active","active","active","multisite active; multispecies active",,,"http://potency.berkeley.edu/chempages/N-NITROSO-N-METHYLUREA.html"
